ANATOMY_ID,Previous Anatomy ID,Current Anatomy ID,Body part,Organ,Sub-organ,Tissue 1,Tissue 2,Tissue 3,Tissue 4,Tissue 5-1,Tissue 5-2,Tissue 5-3,Tissue 5-4
3000001040005000000000,3270905,3000001040005000000000,Trunk,NA,NA,Skeletal tissue,Muscle tissue,NA,Lumbar back muscle,NA,NA,NA,NA
3000001040006000000000,3270906,3000001040006000000000,Trunk,NA,NA,Skeletal tissue,Muscle tissue,NA,Thoracic back muscle,NA,NA,NA,NA
3000002000000000000000,3130000,3000002000000000000000,Trunk,NA,NA,Lymphatic vessel,NA,NA,NA,NA,NA,NA,NA
3000002010000000000000,3130100,3000002010000000000000,Trunk,NA,NA,Lymphatic vessel,Afferent lymphatic vessel,NA,NA,NA,NA,NA,NA
3000002010000010000000,3130101,3000002010000010000000,Trunk,NA,NA,Lymphatic vessel,Afferent lymphatic vessel,NA,NA,Artery,NA,NA,NA
3000002010000020000000,3130102,3000002010000020000000,Trunk,NA,NA,Lymphatic vessel,Afferent lymphatic vessel,NA,NA,Vein,NA,NA,NA
3000002020000000000000,3130200,3000002020000000000000,Trunk,NA,NA,Lymphatic vessel,Efferent lymphatic vessel,NA,NA,NA,NA,NA,NA
3000002020000010000000,3130201,3000002020000010000000,Trunk,NA,NA,Lymphatic vessel,Efferent lymphatic vessel,NA,NA,Artery,NA,NA,NA
3000002020000020000000,3130202,3000002020000020000000,Trunk,NA,NA,Lymphatic vessel,Efferent lymphatic vessel,NA,NA,Vein,NA,NA,NA
3000002020001000000000,3130203,3000002020001000000000,Trunk,NA,NA,Lymphatic vessel,Efferent lymphatic vessel,NA,Valve,NA,NA,NA,NA
3010000000000000000000,3010000,3010000000000000000000,Trunk,Breast,NA,NA,NA,NA,NA,NA,NA,NA,NA
3010100000000000000000,3020000,3010100000000000000000,Trunk,Breast,Mammary gland,NA,NA,NA,NA,NA,NA,NA,NA
3010100010000000000000,3020100,3010100010000000000000,Trunk,Breast,Mammary gland,NA,Lactiferous duct,NA,NA,NA,NA,NA,NA
3010100010000010000000,3020101,3010100010000010000000,Trunk,Breast,Mammary gland,NA,Lactiferous duct,NA,NA,Epithelium,NA,NA,NA
3010100020000000000000,3020200,3010100020000000000000,Trunk,Breast,Mammary gland,NA,Lactiferous sinus,NA,NA,NA,NA,NA,NA
3010100020000010000000,3020201,3010100020000010000000,Trunk,Breast,Mammary gland,NA,Lactiferous sinus,NA,NA,Epithelium,NA,NA,NA
3010101000000000000000,3020001,3010101000000000000000,Trunk,Breast,Mammary gland,Connective tissue,NA,NA,NA,NA,NA,NA,NA
3010101010000000000000,3020300,3010101010000000000000,Trunk,Breast,Mammary gland,Connective tissue,Adipose tissue,NA,NA,NA,NA,NA,NA
3010101020000000000000,3020002,3010101020000000000000,Trunk,Breast,Mammary gland,Connective tissue,Artery,NA,NA,NA,NA,NA,NA
3010101020100000000000,3020003,3010101020100000000000,Trunk,Breast,Mammary gland,Connective tissue,Artery,Tunica adventitia,NA,NA,NA,NA,NA
3010101020200000000000,3020004,3010101020200000000000,Trunk,Breast,Mammary gland,Connective tissue,Artery,Tunica intima,NA,NA,NA,NA,NA
3010101020201000000000,3020005,3010101020201000000000,Trunk,Breast,Mammary gland,Connective tissue,Artery,Tunica intima,Subendothelial layer,NA,NA,NA,NA
3010101020300000000000,3020006,3010101020300000000000,Trunk,Breast,Mammary gland,Connective tissue,Artery,Tunica media,NA,NA,NA,NA,NA
3010101030000000000000,3020007,3010101030000000000000,Trunk,Breast,Mammary gland,Connective tissue,Vein,NA,NA,NA,NA,NA,NA
3010101030100000000000,3020008,3010101030100000000000,Trunk,Breast,Mammary gland,Connective tissue,Vein,Tunica adventitia,NA,NA,NA,NA,NA
3010101030200000000000,3020009,3010101030200000000000,Trunk,Breast,Mammary gland,Connective tissue,Vein,Tunica intima,NA,NA,NA,NA,NA
3010101030201000000000,3020010,3010101030201000000000,Trunk,Breast,Mammary gland,Connective tissue,Vein,Tunica intima,Subendothelial layer,NA,NA,NA,NA
3010101030300000000000,3020011,3010101030300000000000,Trunk,Breast,Mammary gland,Connective tissue,Vein,Tunica media,NA,NA,NA,NA,NA
3010101040000000000000,3020012,3010101040000000000000,Trunk,Breast,Mammary gland,Connective tissue,Capillary,NA,NA,NA,NA,NA,NA
3010102000000000000000,3020400,3010102000000000000000,Trunk,Breast,Mammary gland,Lobule,NA,NA,NA,NA,NA,NA,NA
3010102010000000000000,3020500,3010102010000000000000,Trunk,Breast,Mammary gland,Lobule,Alveolus,NA,NA,NA,NA,NA,NA
3010102010000010000000,3020501,3010102010000010000000,Trunk,Breast,Mammary gland,Lobule,Alveolus,NA,NA,Epithelium,NA,NA,NA
3010102020000000000000,3020600,3010102020000000000000,Trunk,Breast,Mammary gland,Lobule,Lactiferous duct,NA,NA,NA,NA,NA,NA
3010102020000010000000,3020601,3010102020000010000000,Trunk,Breast,Mammary gland,Lobule,Lactiferous duct,NA,NA,Epithelium,NA,NA,NA
3010200000000000000000,3030000,3010200000000000000000,Trunk,Breast,Nipple,NA,NA,NA,NA,NA,NA,NA,NA
3010201000000000000000,3030100,3010201000000000000000,Trunk,Breast,Nipple,Skin,NA,NA,NA,NA,NA,NA,NA
3010201010000000000000,3030101,3010201010000000000000,Trunk,Breast,Nipple,Skin,Dermis,NA,NA,NA,NA,NA,NA
3010201010100000000000,3030102,3010201010100000000000,Trunk,Breast,Nipple,Skin,Dermis,Apocrine sweat gland,NA,NA,NA,NA,NA
3010201010101000000000,3030103,3010201010101000000000,Trunk,Breast,Nipple,Skin,Dermis,Apocrine sweat gland,Duct,NA,NA,NA,NA
3010201010200000000000,3030104,3010201010200000000000,Trunk,Breast,Nipple,Skin,Dermis,Eccrine sweat gland,NA,NA,NA,NA,NA
3010201010201000000000,3030105,3010201010201000000000,Trunk,Breast,Nipple,Skin,Dermis,Eccrine sweat gland,Duct,NA,NA,NA,NA
3010201010300000000000,3030106,3010201010300000000000,Trunk,Breast,Nipple,Skin,Dermis,Sebaceous gland,NA,NA,NA,NA,NA
3010201010301000000000,3030107,3010201010301000000000,Trunk,Breast,Nipple,Skin,Dermis,Sebaceous gland,Duct,NA,NA,NA,NA
3010201020000000000000,3030108,3010201020000000000000,Trunk,Breast,Nipple,Skin,Epidermis,NA,NA,NA,NA,NA,NA
3010201020100000000000,3030109,3010201020100000000000,Trunk,Breast,Nipple,Skin,Epidermis,Stratum basale,NA,NA,NA,NA,NA
3010201020200000000000,3030110,3010201020200000000000,Trunk,Breast,Nipple,Skin,Epidermis,Stratum corneum,NA,NA,NA,NA,NA
3010201020300000000000,3030111,3010201020300000000000,Trunk,Breast,Nipple,Skin,Epidermis,Stratum granulosum,NA,NA,NA,NA,NA
3010201020400000000000,3030112,3010201020400000000000,Trunk,Breast,Nipple,Skin,Epidermis,Stratum spinosum,NA,NA,NA,NA,NA
3010300000000000000000,3040000,3010300000000000000000,Trunk,Breast,Thoracic cavity,NA,NA,NA,NA,NA,NA,NA,NA
3010301000000000000000,3040100,3010301000000000000000,Trunk,Breast,Thoracic cavity,Pleura,NA,NA,NA,NA,NA,NA,NA
3010301000000010000000,3040101,3010301000000010000000,Trunk,Breast,Thoracic cavity,Pleura,NA,NA,NA,Epithelium,NA,NA,NA
3020000000000000000000,3050000,3020000000000000000000,Trunk,Adrenal gland,NA,NA,NA,NA,NA,NA,NA,NA,NA
3020100000000000000000,3050100,3020100000000000000000,Trunk,Adrenal gland,Adrenal cortex,NA,NA,NA,NA,NA,NA,NA,NA
3020101000000000000000,3050200,3020101000000000000000,Trunk,Adrenal gland,Adrenal cortex,Zona fasciculata,NA,NA,NA,NA,NA,NA,NA
3020102000000000000000,3050300,3020102000000000000000,Trunk,Adrenal gland,Adrenal cortex,Zona glomerulosa,NA,NA,NA,NA,NA,NA,NA
3020103000000000000000,3050400,3020103000000000000000,Trunk,Adrenal gland,Adrenal cortex,Zona reticularis,NA,NA,NA,NA,NA,NA,NA
3020200000000000000000,3050500,3020200000000000000000,Trunk,Adrenal gland,Adrenal medulla,NA,NA,NA,NA,NA,NA,NA,NA
3030000000000000000000,3060000,3030000000000000000000,Trunk,Gallbladder,NA,NA,NA,NA,NA,NA,NA,NA,NA
3030000010000000000000,3060001,3030000010000000000000,Trunk,Gallbladder,NA,NA,Adventitia,NA,NA,NA,NA,NA,NA
3030000020000000000000,3060002,3030000020000000000000,Trunk,Gallbladder,NA,NA,Muscular layer,NA,NA,NA,NA,NA,NA
3030001000000000000000,3060100,3030001000000000000000,Trunk,Gallbladder,NA,Mucosa,NA,NA,NA,NA,NA,NA,NA
3030001000001000000000,3060101,3030001000001000000000,Trunk,Gallbladder,NA,Mucosa,NA,NA,Epithelium,NA,NA,NA,NA
3030001010000000000000,3060102,3030001010000000000000,Trunk,Gallbladder,NA,Mucosa,Lamina propria,NA,NA,NA,NA,NA,NA
3030001010100000000000,3060103,3030001010100000000000,Trunk,Gallbladder,NA,Mucosa,Lamina propria,Artery,NA,NA,NA,NA,NA
3030001010101000000000,3060104,3030001010101000000000,Trunk,Gallbladder,NA,Mucosa,Lamina propria,Artery,Tunica adventitia,NA,NA,NA,NA
3030001010102000000000,3060105,3030001010102000000000,Trunk,Gallbladder,NA,Mucosa,Lamina propria,Artery,Tunica intima,NA,NA,NA,NA
3030001010102010000000,3060106,3030001010102010000000,Trunk,Gallbladder,NA,Mucosa,Lamina propria,Artery,Tunica intima,Subendothelial layer,NA,NA,NA
3030001010103000000000,3060107,3030001010103000000000,Trunk,Gallbladder,NA,Mucosa,Lamina propria,Artery,Tunica media,NA,NA,NA,NA
3030001010200000000000,3060108,3030001010200000000000,Trunk,Gallbladder,NA,Mucosa,Lamina propria,Vein,NA,NA,NA,NA,NA
3030001010201000000000,3060109,3030001010201000000000,Trunk,Gallbladder,NA,Mucosa,Lamina propria,Vein,Tunica adventitia,NA,NA,NA,NA
3030001010202000000000,3060110,3030001010202000000000,Trunk,Gallbladder,NA,Mucosa,Lamina propria,Vein,Tunica intima,NA,NA,NA,NA
3030001010203000000000,3060111,3030001010203000000000,Trunk,Gallbladder,NA,Mucosa,Lamina propria,Vein,Tunica media,NA,NA,NA,NA
3040000000000000000000,3070000,3040000000000000000000,Trunk,Heart,NA,NA,NA,NA,NA,NA,NA,NA,NA
3040000010000000000000,3070001,3040000010000000000000,Trunk,Heart,NA,NA,Endocardium,NA,NA,NA,NA,NA,NA
3040000010100000000000,3070002,3040000010100000000000,Trunk,Heart,NA,NA,Endocardium,Endothelium,NA,NA,NA,NA,NA
3040000010101000000000,3070003,3040000010101000000000,Trunk,Heart,NA,NA,Endocardium,Endothelium,Simple squamous epithelium,NA,NA,NA,NA
3040000010200000000000,3070005,3040000010200000000000,Trunk,Heart,NA,NA,Endocardium,Subendothelial layer,NA,NA,NA,NA,NA
3040000010201000000000,3070006,3040000010201000000000,Trunk,Heart,NA,NA,Endocardium,Subendothelial layer,Blood vessel,NA,NA,NA,NA
3040000020000000000000,3070007,3040000020000000000000,Trunk,Heart,NA,NA,Epicardium,NA,NA,NA,NA,NA,NA
3040000020001000000000,3070008,3040000020001000000000,Trunk,Heart,NA,NA,Epicardium,NA,Simple squamous epithelium,NA,NA,NA,NA
3040000020100000000000,3070009,3040000020100000000000,Trunk,Heart,NA,NA,Epicardium,Subendothelial layer,NA,NA,NA,NA,NA
3040000030000000000000,3070010|3070700,3040000030000000000000,Trunk,Heart,NA,NA,Inferior vena cava,NA,NA,NA,NA,NA,NA
3040000030100000000000,3070011,3040000030100000000000,Trunk,Heart,NA,NA,Inferior vena cava,Endothelium,NA,NA,NA,NA,NA
3040000040000000000000,3070012,3040000040000000000000,Trunk,Heart,NA,NA,Myocardium,NA,NA,NA,NA,NA,NA
3040000040100000000000,3070013,3040000040100000000000,Trunk,Heart,NA,NA,Myocardium,Sinoatrial node,NA,NA,NA,NA,NA
3040000050000000000000,3070014,3040000050000000000000,Trunk,Heart,NA,NA,Pulmonary artery,NA,NA,NA,NA,NA,NA
3040000050100000000000,3070015,3040000050100000000000,Trunk,Heart,NA,NA,Pulmonary artery,Endothelium,NA,NA,NA,NA,NA
3040000060000000000000,3070016|3071200,3040000060000000000000,Trunk,Heart,NA,NA,Pulmonary vein,NA,NA,NA,NA,NA,NA
3040000060100000000000,3070017,3040000060100000000000,Trunk,Heart,NA,NA,Pulmonary vein,Endothelium,NA,NA,NA,NA,NA
3040000070000000000000,3070018|3070800,3040000070000000000000,Trunk,Heart,NA,NA,Superior vena cava,NA,NA,NA,NA,NA,NA
3040000070100000000000,3070019,3040000070100000000000,Trunk,Heart,NA,NA,Superior vena cava,Endothelium,NA,NA,NA,NA,NA
3040000080000000000000,3070020,3040000080000000000000,Trunk,Heart,NA,NA,Coronary vessel,NA,NA,NA,NA,NA,NA
3040000080100000000000,3070021,3040000080100000000000,Trunk,Heart,NA,NA,Coronary vessel,Tunica adventitia,NA,NA,NA,NA,NA
3040000080200000000000,3070022,3040000080200000000000,Trunk,Heart,NA,NA,Coronary vessel,Tunica intima,NA,NA,NA,NA,NA
3040000080300000000000,3070023,3040000080300000000000,Trunk,Heart,NA,NA,Coronary vessel,Tunica media,NA,NA,NA,NA,NA
3040000090000000000000,3070024,3040000090000000000000,Trunk,Heart,NA,NA,Coronary artery,NA,NA,NA,NA,NA,NA
3040000090100000000000,3070025,3040000090100000000000,Trunk,Heart,NA,NA,Coronary artery,Tunica adventitia,NA,NA,NA,NA,NA
3040000090200000000000,3070026,3040000090200000000000,Trunk,Heart,NA,NA,Coronary artery,Tunica intima,NA,NA,NA,NA,NA
3040000090300000000000,3070027,3040000090300000000000,Trunk,Heart,NA,NA,Coronary artery,Tunica media,NA,NA,NA,NA,NA
3040001010000000000000,3070028,3040001010000000000000,Trunk,Heart,NA,NA,Right coronary artery,NA,NA,NA,NA,NA,NA
3040001010100000000000,3070029,3040001010100000000000,Trunk,Heart,NA,NA,Right coronary artery,Tunica adventitia,NA,NA,NA,NA,NA
3040001010200000000000,3070030,3040001010200000000000,Trunk,Heart,NA,NA,Right coronary artery,Tunica intima,NA,NA,NA,NA,NA
3040001010300000000000,3070031,3040001010300000000000,Trunk,Heart,NA,NA,Right coronary artery,Tunica media,NA,NA,NA,NA,NA
3040001020000000000000,3070032,3040001020000000000000,Trunk,Heart,NA,NA,Left coronary artery,NA,NA,NA,NA,NA,NA
3040001020100000000000,3070033,3040001020100000000000,Trunk,Heart,NA,NA,Left coronary artery,Tunica adventitia,NA,NA,NA,NA,NA
3040001020200000000000,3070034,3040001020200000000000,Trunk,Heart,NA,NA,Left coronary artery,Tunica intima,NA,NA,NA,NA,NA
3040001020300000000000,3070035,3040001020300000000000,Trunk,Heart,NA,NA,Left coronary artery,Tunica media,NA,NA,NA,NA,NA
3040001030000000000000,3070036,3040001030000000000000,Trunk,Heart,NA,NA,Coronary vein,NA,NA,NA,NA,NA,NA
3040001030100000000000,3070037,3040001030100000000000,Trunk,Heart,NA,NA,Coronary vein,Tunica adventitia,NA,NA,NA,NA,NA
3040001030200000000000,3070038,3040001030200000000000,Trunk,Heart,NA,NA,Coronary vein,Tunica intima,NA,NA,NA,NA,NA
3040001030300000000000,3070039,3040001030300000000000,Trunk,Heart,NA,NA,Coronary vein,Tunica media,NA,NA,NA,NA,NA
3040001040000000000000,3070040,3040001040000000000000,Trunk,Heart,NA,NA,Right coronary vein,NA,NA,NA,NA,NA,NA
3040001040100000000000,3070041,3040001040100000000000,Trunk,Heart,NA,NA,Right coronary vein,Tunica adventitia,NA,NA,NA,NA,NA
3040001040200000000000,3070042,3040001040200000000000,Trunk,Heart,NA,NA,Right coronary vein,Tunica intima,NA,NA,NA,NA,NA
3040001040300000000000,3070043,3040001040300000000000,Trunk,Heart,NA,NA,Right coronary vein,Tunica media,NA,NA,NA,NA,NA
3040001050000000000000,3070044,3040001050000000000000,Trunk,Heart,NA,NA,Left coronary vein,NA,NA,NA,NA,NA,NA
3040001050100000000000,3070045,3040001050100000000000,Trunk,Heart,NA,NA,Left coronary vein,Tunica adventitia,NA,NA,NA,NA,NA
3040001050200000000000,3070046,3040001050200000000000,Trunk,Heart,NA,NA,Left coronary vein,Tunica intima,NA,NA,NA,NA,NA
3040001050300000000000,3070047,3040001050300000000000,Trunk,Heart,NA,NA,Left coronary vein,Tunica media,NA,NA,NA,NA,NA
3040001060000000000000,3070048|3071000,3040001060000000000000,Trunk,Heart,NA,NA,Aorta,NA,NA,NA,NA,NA,NA
3040001060100000000000,3071001,3040001060100000000000,Trunk,Heart,NA,NA,Aorta,Dorsal arota,NA,NA,NA,NA,NA
3040001070000000000000,3070049,3040001070000000000000,Trunk,Heart,NA,NA,Ascending aorta,NA,NA,NA,NA,NA,NA
3040001080000000000000,3070050,3040001080000000000000,Trunk,Heart,NA,NA,Descending aorta,NA,NA,NA,NA,NA,NA
3040001090000000000000,3070051,3040001090000000000000,Trunk,Heart,NA,NA,Pericardium,NA,NA,NA,NA,NA,NA
3040002010000000000000,3070052,3040002010000000000000,Trunk,Heart,NA,NA,Coronary capillary plexus,NA,NA,NA,NA,NA,NA
3040002020000000000000,3070053,3040002020000000000000,Trunk,Heart,NA,NA,Aortic valve,NA,NA,NA,NA,NA,NA
3040002030000000000000,3070054,3040002030000000000000,Trunk,Heart,NA,NA,Semilunar valves,NA,NA,NA,NA,NA,NA
3040002040000000000000,3070055,3040002040000000000000,Trunk,Heart,NA,NA,Atrioventricular valves,NA,NA,NA,NA,NA,NA
3040002050000000000000,3070056,3040002050000000000000,Trunk,Heart,NA,NA,Pulmonary capillary plexus,NA,NA,NA,NA,NA,NA
3040003000000000000000,3070100,3040003000000000000000,Trunk,Heart,NA,Left atrium,NA,NA,NA,NA,NA,NA,NA
3040004000000000000000,3070200,3040004000000000000000,Trunk,Heart,NA,Left ventricle,NA,NA,NA,NA,NA,NA,NA
3040004010000000000000,3070201,3040004010000000000000,Trunk,Heart,NA,Left ventricle,Left ventricle proper,NA,NA,NA,NA,NA,NA
3040005000000000000000,3070300,3040005000000000000000,Trunk,Heart,NA,Right atrium,NA,NA,NA,NA,NA,NA,NA
3040006000000000000000,3070400,3040006000000000000000,Trunk,Heart,NA,Right ventricle,NA,NA,NA,NA,NA,NA,NA
3040006010000000000000,3070401,3040006010000000000000,Trunk,Heart,NA,Right ventricle,Fast conducting system,NA,NA,NA,NA,NA,NA
3040007000000000000000,3070500,3040007000000000000000,Trunk,Heart,NA,Interventricular septum,NA,NA,NA,NA,NA,NA,NA
3040008000000000000000,3070600,3040008000000000000000,Trunk,Heart,NA,Atrioventricular canal,NA,NA,NA,NA,NA,NA,NA
3040009000000000000000,3070900,3040009000000000000000,Trunk,Heart,NA,Aortic arch,NA,NA,NA,NA,NA,NA,NA
3040011000000000000000,3071100,3040011000000000000000,Trunk,Heart,NA,Pulmonary trunk,NA,NA,NA,NA,NA,NA,NA
3040012000000000000000,3071300,3040012000000000000000,Trunk,Heart,NA,Trabeculae,NA,NA,NA,NA,NA,NA,NA
3040013000000000000000,3071400,3040013000000000000000,Trunk,Heart,NA,Atrioventricular node,NA,NA,NA,NA,NA,NA,NA
3040014000000000000000,3071500,3040014000000000000000,Trunk,Heart,NA,Sinoatrial node,NA,NA,NA,NA,NA,NA,NA
3040015000000000000000,3071600,3040015000000000000000,Trunk,Heart,NA,Bundle of His,NA,NA,NA,NA,NA,NA,NA
3040016000000000000000,3071700,3040016000000000000000,Trunk,Heart,NA,Bundle branch,NA,NA,NA,NA,NA,NA,NA
3040016010000000000000,3071701,3040016010000000000000,Trunk,Heart,NA,Bundle branch,Left bundle branch,NA,NA,NA,NA,NA,NA
3040016020000000000000,3071702,3040016020000000000000,Trunk,Heart,NA,Bundle branch,Right bundle branch,NA,NA,NA,NA,NA,NA
3040017000000000000000,3071800,3040017000000000000000,Trunk,Heart,NA,Bachmann's bundle,NA,NA,NA,NA,NA,NA,NA
3040018000000000000000,3071900,3040018000000000000000,Trunk,Heart,NA,Purkinje fibers,NA,NA,NA,NA,NA,NA,NA
3040019000000000000000,3072000,3040019000000000000000,Trunk,Heart,NA,Atrial septum,NA,NA,NA,NA,NA,NA,NA
3050000000000000000000,3080000,3050000000000000000000,Trunk,Kidney,NA,NA,NA,NA,NA,NA,NA,NA,NA
3050000000001000000000,3080051,3050000000001000000000,Trunk,Kidney,NA,NA,NA,NA,Afferent glomerular arteriole,NA,NA,NA,NA
3050000000002000000000,3080052,3050000000002000000000,Trunk,Kidney,NA,NA,NA,NA,Efferent glomerular arteriole,NA,NA,NA,NA
3050000010000000000000,3080001,3050000010000000000000,Trunk,Kidney,NA,NA,Arcuate artery,NA,NA,NA,NA,NA,NA
3050000010001000000000,3080002,3050000010001000000000,Trunk,Kidney,NA,NA,Arcuate artery,NA,Tunica adventitia,NA,NA,NA,NA
3050000010002000000000,3080003,3050000010002000000000,Trunk,Kidney,NA,NA,Arcuate artery,NA,Tunica intima,NA,NA,NA,NA
3050000010002010000000,3080004,3050000010002010000000,Trunk,Kidney,NA,NA,Arcuate artery,NA,Tunica intima,Subendothelial layer,NA,NA,NA
3050000010003000000000,3080005,3050000010003000000000,Trunk,Kidney,NA,NA,Arcuate artery,NA,Tunica media,NA,NA,NA,NA
3050000020000000000000,3080006,3050000020000000000000,Trunk,Kidney,NA,NA,Arcuate vein,NA,NA,NA,NA,NA,NA
3050000020001000000000,3080007,3050000020001000000000,Trunk,Kidney,NA,NA,Arcuate vein,NA,Tunica adventitia,NA,NA,NA,NA
3050000020002000000000,3080008,3050000020002000000000,Trunk,Kidney,NA,NA,Arcuate vein,NA,Tunica intima,NA,NA,NA,NA
3050000020002010000000,3080009,3050000020002010000000,Trunk,Kidney,NA,NA,Arcuate vein,NA,Tunica intima,Subendothelial layer,NA,NA,NA
3050000020003000000000,3080010,3050000020003000000000,Trunk,Kidney,NA,NA,Arcuate vein,NA,Tunica media,NA,NA,NA,NA
3050000030000000000000,3080011,3050000030000000000000,Trunk,Kidney,NA,NA,Interlobular artery,NA,NA,NA,NA,NA,NA
3050000030001000000000,3080012,3050000030001000000000,Trunk,Kidney,NA,NA,Interlobular artery,NA,Tunica adventitia,NA,NA,NA,NA
3050000030002000000000,3080013,3050000030002000000000,Trunk,Kidney,NA,NA,Interlobular artery,NA,Tunica intima,NA,NA,NA,NA
3050000030002010000000,3080014,3050000030002010000000,Trunk,Kidney,NA,NA,Interlobular artery,NA,Tunica intima,Subendothelial layer,NA,NA,NA
3050000030003000000000,3080015,3050000030003000000000,Trunk,Kidney,NA,NA,Interlobular artery,NA,Tunica media,NA,NA,NA,NA
3050000040000000000000,3080016,3050000040000000000000,Trunk,Kidney,NA,NA,Interlobular vein,NA,NA,NA,NA,NA,NA
3050000040001000000000,3080017,3050000040001000000000,Trunk,Kidney,NA,NA,Interlobular vein,NA,Tunica adventitia,NA,NA,NA,NA
3050000040002000000000,3080018,3050000040002000000000,Trunk,Kidney,NA,NA,Interlobular vein,NA,Tunica intima,NA,NA,NA,NA
3050000040003000000000,3080019,3050000040003000000000,Trunk,Kidney,NA,NA,Interlobular vein,NA,Tunica media,NA,NA,NA,NA
3050000050000000000000,3080020,3050000050000000000000,Trunk,Kidney,NA,NA,Lobar artery,NA,NA,NA,NA,NA,NA
3050000050001000000000,3080021,3050000050001000000000,Trunk,Kidney,NA,NA,Lobar artery,NA,Tunica adventitia,NA,NA,NA,NA
3050000050002000000000,3080022,3050000050002000000000,Trunk,Kidney,NA,NA,Lobar artery,NA,Tunica intima,NA,NA,NA,NA
3050000050002010000000,3080023,3050000050002010000000,Trunk,Kidney,NA,NA,Lobar artery,NA,Tunica intima,Subendothelial layer,NA,NA,NA
3050000050003000000000,3080024,3050000050003000000000,Trunk,Kidney,NA,NA,Lobar artery,NA,Tunica media,NA,NA,NA,NA
3050000060000000000000,3080025,3050000060000000000000,Trunk,Kidney,NA,NA,Renal artery,NA,NA,NA,NA,NA,NA
3050000060001000000000,3080026,3050000060001000000000,Trunk,Kidney,NA,NA,Renal artery,NA,Tunica adventitia,NA,NA,NA,NA
3050000060002000000000,3080027,3050000060002000000000,Trunk,Kidney,NA,NA,Renal artery,NA,Tunica intima,NA,NA,NA,NA
